HOT669 SEQF2286 1 1 1529	Neisseria meningitidis H44/76	GCA_000185025.2_ASM18502v2
HOT756 SEQF2121 1 4 1555	Lactobacillus salivarius GJ-24	GCA_000217735.2_ASM21773v2
HOT756 SEQF2328 8 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF2328 6 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF2122 4 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2122 2 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2122 1 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2122 7 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF1966 7 7 1527	Lactobacillus salivarius CECT 5713	GCA_000143435.1_ASM14343v1
HOT756 SEQF1259 6 7 1528	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF2120 1 1 1554	Lactobacillus salivarius ACS-116-V-Col5a	GCA_000179475.1_ASM17947v1
HOT756 SEQF2122 3 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2328 4 8 374		Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF2328 2 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF2328 1 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT804 SEQF2473 6 6 1549	Lactococcus lactis subsp. lactis IO-1	GCA_000344575.1_ASM34457v1
HOT804 SEQF1719 2 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 SEQF1719 6 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 SEQF1719 4 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 SEQF1719 3 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 SEQF1719 1 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 SEQF1719 5 6 1536	Lactococcus lactis subsp. lactis KF147	GCA_000025045.1_ASM2504v1
HOT804 804-8837 1 1 1503	Lactococcus_lactis__HOT_804__Strain_ATCC_19435__GB_M58837__Named__G__2	GCA_000025045.1_ASM2504v1
HOT804 SEQF2559 3 7 463		Lactococcus lactis subsp. cremoris TIFN7	GCA_000447965.1_LLT7.01
HOT804 SEQF2561 1 7 898		Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	GCA_000447985.1_LLDT4.01
HOT804 SEQF2152 4 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF2560 5 6 1546	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	GCA_000447905.1_LLDT2.01
HOT804 SEQF2374 1 1 1535	Lactococcus lactis subsp. lactis CNCM I-1631	GCA_000284735.1_ASM28473v1
HOT804 SEQF2473 4 6 1548	Lactococcus lactis subsp. lactis IO-1	GCA_000344575.1_ASM34457v1
HOT804 SEQF2473 1 6 1548	Lactococcus lactis subsp. lactis IO-1	GCA_000344575.1_ASM34457v1
HOT804 SEQF2473 3 6 1548	Lactococcus lactis subsp. lactis IO-1	GCA_000344575.1_ASM34457v1
HOT804 SEQF2473 5 6 1548	Lactococcus lactis subsp. lactis IO-1	GCA_000344575.1_ASM34457v1
HOT804 SEQF2152 2 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF2152 6 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF2152 3 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF2152 1 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF2152 5 6 1554	Lactococcus lactis subsp. lactis CV56	GCA_000192705.1_ASM19270v1
HOT804 SEQF1501 4 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF2559 7 7 1416	Lactococcus lactis subsp. cremoris TIFN7	GCA_000447965.1_LLT7.01
HOT804 SEQF1500 1 1 1549	Lactococcus lactis subsp. cremoris MG1363	GCA_000009425.1_ASM942v1
HOT804 SEQF2151 4 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF2151 6 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF2151 2 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF2151 1 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF2151 5 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF2151 3 6 1556	Lactococcus lactis subsp. cremoris NZ9000	GCA_000143205.1_ASM14320v1
HOT804 SEQF1501 2 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF1501 1 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF1501 3 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF1501 5 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF1501 6 6 1548	Lactococcus lactis subsp. cremoris SK11	GCA_000014545.1_ASM1454v1
HOT804 SEQF2561 6 7 1126	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	GCA_000447985.1_LLDT4.01
HOT862 SEQF2367 1 2 720		Bifidobacterium longum subsp. longum 1-6B	GCA_000261245.1_Blongum16Bv1.0
HOT745 745-3575 1 1 1505	Streptococcus_pyogenes__HOT_745__Strain_JCM_5674__GB_AB023575__Named__G__3	GCA_000261245.1_Blongum16Bv1.0
HOT745 SEQF1355 1 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1355 3 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1355 2 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1355 6 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1355 5 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1358 1 6 1829	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1355 4 6 1507	Streptococcus pyogenes str. Manfredo	GCA_000009385.1_ASM938v1
HOT745 SEQF1361 2 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF1361 4 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF1361 3 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF1361 5 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF1361 6 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF1361 1 6 1550	Streptococcus pyogenes MGAS5005	GCA_000011765.2_ASM1176v2
HOT745 SEQF2181 5 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF2181 6 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF2181 1 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF2181 2 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF2181 4 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF2181 3 6 1537	Streptococcus pyogenes Alab49	GCA_000230295.1_ASM23029v1
HOT745 SEQF1356 3 6 1829	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT745 SEQF1356 1 6 1829	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT745 SEQF1359 1 6 1829	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF1358 2 6 1829	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1356 2 6 1829	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT745 SEQF1362 3 6 1829	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1358 5 6 1829	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1359 5 6 1829	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF1356 5 6 1829	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT745 SEQF1362 1 6 1829	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1362 5 6 1829	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1362 6 6 1829	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1358 3 6 1829	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1359 3 6 1829	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF2242 1 1 1537	Streptococcus pyogenes ATCC 10782	GCA_000146715.1_ASM14671v1
HOT745 SEQF1364 5 6 1829	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1364 2 6 1829	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1359 6 6 1829	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF1364 1 6 1829	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1364 4 6 1829	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1357 6 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1357 5 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1357 2 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1357 1 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1357 3 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1357 4 6 1550	Streptococcus pyogenes MGAS10394	GCA_000011665.1_ASM1166v1
HOT745 SEQF1365 4 5 1335	Streptococcus pyogenes SSI-1	GCA_000011285.1_ASM1128v1
HOT745 SEQF1360 1 6 1335	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1365 3 5 1335	Streptococcus pyogenes SSI-1	GCA_000011285.1_ASM1128v1
HOT745 SEQF1360 4 6 1335	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1365 1 5 1335	Streptococcus pyogenes SSI-1	GCA_000011285.1_ASM1128v1
HOT745 SEQF1360 2 6 1335	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1380 3 6 1335	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1365 2 5 1335	Streptococcus pyogenes SSI-1	GCA_000011285.1_ASM1128v1
HOT745 SEQF1380 4 6 1335	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1360 6 6 1335	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1365 5 5 1335	Streptococcus pyogenes SSI-1	GCA_000011285.1_ASM1128v1
HOT745 SEQF1380 6 6 1336	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1380 5 6 1335	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1380 1 6 1335	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1380 2 6 1335	Streptococcus pyogenes M1 GAS	GCA_000006785.2_ASM678v2
HOT745 SEQF1363 5 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1363 1 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1363 2 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1363 4 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1363 3 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1363 6 6 1335	Streptococcus pyogenes MGAS8232	GCA_000007285.1_ASM728v1
HOT745 SEQF1360 5 6 1338	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1360 3 6 1095	Streptococcus pyogenes MGAS315	GCA_000007425.1_ASM742v1
HOT745 SEQF1358 4 6 1231	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1359 4 6 1231	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF1364 6 6 1231	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1362 2 6 1231	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1358 6 6 1231	Streptococcus pyogenes MGAS10750	GCA_000013545.1_ASM1354v1
HOT745 SEQF1364 3 6 1231	Streptococcus pyogenes MGAS9429	GCA_000013485.1_ASM1348v1
HOT745 SEQF1356 6 6 1231	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT745 SEQF1362 4 6 1231	Streptococcus pyogenes MGAS6180	GCA_000012165.1_ASM1216v1
HOT745 SEQF1359 2 6 1231	Streptococcus pyogenes MGAS2096	GCA_000013525.1_ASM1352v1
HOT745 SEQF1356 4 6 1231	Streptococcus pyogenes MGAS10270	GCA_000013505.1_ASM1350v1
HOT537 SEQF2516 1 1 1409	Streptococcus agalactiae CF01173	GCA_000347435.1_ASM34743v1
HOT537 SEQF1334 3 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 6 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 2 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 5 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 1 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 4 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1334 7 7 1507	Streptococcus agalactiae A909	GCA_000012705.1_ASM1270v1
HOT537 SEQF1331 1 6 1507	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 SEQF1331 2 6 1510	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 SEQF1331 4 6 1511	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 SEQF1332 3 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 2 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 4 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 6 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 1 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 7 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1332 5 7 1507	Streptococcus agalactiae 2603V/R	GCA_000007265.1_ASM726v1
HOT537 SEQF1331 6 6 1507	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 537-5927 1 1 1505	Streptococcus_agalactiae__HOT_537__Strain_ATCC_27956__GB_AF015927__Named__G__0	GCA_000167715.1_ASM16771v1
HOT537 SEQF1331 5 6 1511	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 SEQF1995 1 1 1537	Streptococcus agalactiae ATCC 13813	GCA_000186445.1_ASM18644v1
HOT537 SEQF1331 3 6 1506	Streptococcus agalactiae 18RS21	GCA_000167715.1_ASM16771v1
HOT537 SEQF2209 5 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT537 SEQF2209 1 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT537 SEQF2209 4 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT537 SEQF2209 2 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT537 SEQF2209 6 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT537 SEQF2209 3 6 1555	Streptococcus agalactiae FSL S3-026	GCA_000221325.2_ASM22132v2
HOT734 SEQF1400 1 2 411		Streptococcus pneumoniae SP11-BS70	GCA_000170075.1_ASM17007v1
HOT768 768-3966 1 1 1513	Streptococcus_sobrinus__HOT_768__Strain_NCTC_12279__GB_AJ243966__Named__G__2	GCA_000170075.1_ASM17007v
HOT768 SEQF2517 1 1 875		Streptococcus sobrinus DSM 20742 = ATCC 33478	GCA_000347935.1_DSM20742_V1
HOT594 594-8350 1 1 1514	Streptococcus_downei__HOT_594__Strain_ATCC_33748__GB_AY188350__Named__G__1	GCA_000347935.1_DSM20742_V1
HOT594 SEQF1846 1 4 1542	Streptococcus downei F0415	GCA_000180055.1_ASM18005v1
HOT594 SEQF1846 3 4 1542	Streptococcus downei F0415	GCA_000180055.1_ASM18005v1
HOT594 SEQF1846 4 4 1542	Streptococcus downei F0415	GCA_000180055.1_ASM18005v1
HOT594 SEQF1846 2 4 1542	Streptococcus downei F0415	GCA_000180055.1_ASM18005v1
HOT686 686-3965 1 1 1513	Streptococcus_mutans__HOT_686__Strain_NCTC_10449__GB_AJ243965__Named__G__5	GCA_000180055.1_ASM18005v1
HOT686 SEQF1382 5 5 1551	Streptococcus mutans NN2025	GCA_000091645.1_ASM9164v1
HOT686 SEQF1382 3 5 1551	Streptococcus mutans NN2025	GCA_000091645.1_ASM9164v1
HOT686 SEQF1382 2 5 1551	Streptococcus mutans NN2025	GCA_000091645.1_ASM9164v1
HOT686 SEQF1069 4 5 1552	Streptococcus mutans UA159	GCA_000007465.2_ASM746v2
HOT686 SEQF1069 3 5 1552	Streptococcus mutans UA159	GCA_000007465.2_ASM746v2
HOT686 SEQF1382 4 5 1551	Streptococcus mutans NN2025	GCA_000091645.1_ASM9164v1
HOT686 SEQF1382 1 5 1551	Streptococcus mutans NN2025	GCA_000091645.1_ASM9164v1
HOT686 SEQF1069 2 5 1552	Streptococcus mutans UA159	GCA_000007465.2_ASM746v2
HOT686 SEQF1069 5 5 1552	Streptococcus mutans UA159	GCA_000007465.2_ASM746v2
HOT686 SEQF1069 1 5 1552	Streptococcus mutans UA159	GCA_000007465.2_ASM746v2
HOT638 SEQF1924 2 2 1537	Streptococcus infantarius subsp. infantarius ATCC BAA-102	GCA_000154985.1_ASM15498v1
HOT638 SEQF1924 1 2 1537	Streptococcus infantarius subsp. infantarius ATCC BAA-102	GCA_000154985.1_ASM15498v1
HOT576 576-4676 1 1 1512	Streptococcus_constellatus__HOT_576__Strain_ATCC27823__GB_AF104676__Named__G__4	GCA_000154985.1_ASM15498v1
HOT576 SEQF2643 1 1 1521	Streptococcus constellatus subsp. constellatus SK53	GCA_000257785.1_ASM25778v1
HOT576 SEQF2589 1 4 1544	Streptococcus constellatus subsp. pharyngis C1050	GCA_000463425.1_ASM46342v1
HOT576 SEQF2211 1 1 1521	Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	all
HOT576 SEQF2591 2 4 1544	Streptococcus constellatus subsp. pharyngis C818	GCA_000463445.1_ASM46344v1
HOT576 SEQF2590 2 4 1544	Streptococcus constellatus subsp. pharyngis C232	GCA_000463395.1_ASM46339v1
HOT576 SEQF2589 2 4 1544	Streptococcus constellatus subsp. pharyngis C1050	GCA_000463425.1_ASM46342v1
HOT576 SEQF2591 3 4 1544	Streptococcus constellatus subsp. pharyngis C818	GCA_000463445.1_ASM46344v1
HOT576 SEQF2591 1 4 1544	Streptococcus constellatus subsp. pharyngis C818	GCA_000463445.1_ASM46344v1
HOT576 SEQF2590 1 4 1544	Streptococcus constellatus subsp. pharyngis C232	GCA_000463395.1_ASM46339v1
HOT576 SEQF2590 3 4 1544	Streptococcus constellatus subsp. pharyngis C232	GCA_000463395.1_ASM46339v1
HOT576 SEQF2589 4 4 1544	Streptococcus constellatus subsp. pharyngis C1050	GCA_000463425.1_ASM46342v1
HOT576 SEQF2589 3 4 1544	Streptococcus constellatus subsp. pharyngis C1050	GCA_000463425.1_ASM46342v1
HOT576 SEQF2590 4 4 1544	Streptococcus constellatus subsp. pharyngis C232	GCA_000463395.1_ASM46339v1
HOT576 SEQF2591 4 4 1544	Streptococcus constellatus subsp. pharyngis C818	GCA_000463445.1_ASM46344v1
HOT644 SEQF1706 1 1 1544	Streptococcus intermedius F0395	GCA_000234015.1_Stre_inte_F0395_V1
HOT644 SEQF2592 4 4 1543	Streptococcus intermedius B196	GCA_000463355.1_ASM46335v1
HOT644 SEQF2336 1 1 1521	Streptococcus intermedius SK54	GCA_000258445.1_SintermediusSK54v1.0
HOT644 644-4671 1 1 1512	Streptococcus_intermedius__HOT_644__Strain_ATCC27335__GB_AF104671__Named__G__5	GCA_000258445.1_SintermediusSK54v1.0
HOT644 SEQF2593 2 4 1546	Streptococcus intermedius C270	GCA_000463385.1_ASM46338v1
HOT644 SEQF2593 1 4 1544	Streptococcus intermedius C270	GCA_000463385.1_ASM46338v1
HOT644 SEQF2592 3 4 1544	Streptococcus intermedius B196	GCA_000463355.1_ASM46335v1
HOT644 SEQF2363 1 4 1544	Streptococcus intermedius ATCC 27335	GCA_000413475.1_Stre_inte_ATCC_27335_V1
HOT644 SEQF2592 1 4 1544	Streptococcus intermedius B196	GCA_000463355.1_ASM46335v1
HOT644 SEQF2363 3 4 1544	Streptococcus intermedius ATCC 27335	GCA_000413475.1_Stre_inte_ATCC_27335_V1
HOT644 SEQF2593 4 4 1544	Streptococcus intermedius C270	GCA_000463385.1_ASM46338v1
HOT644 SEQF1703 1 1 1544	Streptococcus intermedius F0413	GCA_000234035.1_Stre_inte_F0413_V1
HOT644 SEQF2593 3 4 1544	Streptococcus intermedius C270	GCA_000463385.1_ASM46338v1
HOT644 SEQF2363 4 4 1544	Streptococcus intermedius ATCC 27335	GCA_000413475.1_Stre_inte_ATCC_27335_V1
HOT644 SEQF2363 2 4 1544	Streptococcus intermedius ATCC 27335	GCA_000413475.1_Stre_inte_ATCC_27335_V1
HOT644 SEQF2592 2 4 1544	Streptococcus intermedius B196	GCA_000463355.1_ASM46335v1
HOT644 SEQF2424 1 1 1544	Streptococcus intermedius BA1	GCA_000313655.1_contig
HOT644 SEQF2361 4 4 1335	Streptococcus intermedius JTH08	GCA_000306805.1_ASM30680v1
HOT644 SEQF2361 2 4 1335	Streptococcus intermedius JTH08	GCA_000306805.1_ASM30680v1
HOT644 SEQF2361 3 4 1335	Streptococcus intermedius JTH08	GCA_000306805.1_ASM30680v1
HOT644 SEQF2361 1 4 1335	Streptococcus intermedius JTH08	GCA_000306805.1_ASM30680v1
HOT543 SEQF2210 1 1 1544	Streptococcus anginosus 1_2_62CV	GCA_000186545.1_Strep_angi_1_2_62CV_V1
HOT543 SEQF1692 1 1 1544	Streptococcus anginosus F0211	GCA_000184365.2_ASM18436v1
HOT543 SEQF2397 2 2 993		Streptococcus anginosus SK1138	GCA_000287595.1_SanginSK1138v1.0
HOT543 SEQF2397 1 2 993		Streptococcus anginosus SK1138	GCA_000287595.1_SanginSK1138v1.0
HOT543 543-4678 1 1 1512	Streptococcus_anginosus__HOT_543__Strain_ATCC_33397__GB_AF104678__Named__G__5	GCA_000287595.1_SanginSK1138v1.0
HOT543 SEQF1996 1 1 1548	Streptococcus anginosus SK52 = DSM 20563	GCA_000214555.2_ASM21455v1
HOT543 SEQF2588 1 4 1544	Streptococcus anginosus C238	GCA_000463505.1_ASM46350v1
HOT543 SEQF2588 3 4 1544	Streptococcus anginosus C238	GCA_000463505.1_ASM46350v1
HOT543 SEQF2588 2 4 1546	Streptococcus anginosus C238	GCA_000463505.1_ASM46350v1
HOT543 SEQF2588 4 4 1544	Streptococcus anginosus C238	GCA_000463505.1_ASM46350v1
HOT543 SEQF2609 4 5 1544	Streptococcus anginosus subsp. whileyi MAS624	GCA_000478925.1_ASM47892v1
HOT543 SEQF2609 3 5 1544	Streptococcus anginosus subsp. whileyi MAS624	GCA_000478925.1_ASM47892v1
HOT543 SEQF2609 1 5 1544	Streptococcus anginosus subsp. whileyi MAS624	GCA_000478925.1_ASM47892v1
HOT543 SEQF2609 5 5 1544	Streptococcus anginosus subsp. whileyi MAS624	GCA_000478925.1_ASM47892v1
HOT543 SEQF2609 2 5 1544	Streptococcus anginosus subsp. whileyi MAS624	GCA_000478925.1_ASM47892v1
HOT543 SEQF2587 4 4 1544	Streptococcus anginosus C1051	GCA_000463465.1_ASM46346v1
HOT543 SEQF2587 3 4 1544	Streptococcus anginosus C1051	GCA_000463465.1_ASM46346v1
HOT543 SEQF2587 2 4 1544	Streptococcus anginosus C1051	GCA_000463465.1_ASM46346v1
HOT543 SEQF2587 1 4 1544	Streptococcus anginosus C1051	GCA_000463465.1_ASM46346v1
HOT755 SEQF2346 1 1 1552	Streptococcus salivarius PS4	GCA_000257585.1_ASM25758v1
HOT755 SEQF2006 4 6 1536	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 SEQF2006 5 6 1537	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 755-8839 1 1 1504	Streptococcus_salivarius__HOT_755__Strain_ATCC_13419__GB_M58839__Named__G__6	GCA_000305335.1_ASM30533v1
HOT755 SEQF2006 1 6 1536	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 SEQF2006 6 6 1536	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 SEQF2006 3 6 1536	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 SEQF2006 2 6 1536	Streptococcus salivarius 57.I	GCA_000305335.1_ASM30533v1
HOT755 SEQF2400 5 6 1548	Streptococcus salivarius K12	GCA_000286295.1_SsalK12v1
HOT755 SEQF2400 6 6 1548	Streptococcus salivarius K12	GCA_000286295.1_SsalK12v1
HOT755 SEQF2400 3 6 1548	Streptococcus salivarius K12	GCA_000286295.1_SsalK12v1
HOT755 SEQF2400 1 6 1548	Streptococcus salivarius K12	GCA_000286295.1_SsalK12v1
